id,GICS_P_1,GICS_P_2,GICS_P_3,GICS_P_4,SoC_P_1,SoC_P_2,SoC_P_3,CSC_P_1,CSC_P_2,CSC_P_3,CSC_P_4,SACS_P_1,SACS_P_2,SACS_P_3,SACS_P_4,GICS_1,GICS_2,GICS_3,GICS_4,SoC_1,SoC_2,SoC_3,CSC_1,CSC_2,CSC_3,CSC_4,SACS_1,SACS_2,SACS_3,SACS_4,MAS_UK_1,MAS_UK_2,MAS_UK_3,MAS_UK_4,MAS_UK_5,MAS_UK_6,MAS_UK_7,MAS_UK_8,MAS_UK_9,MAS_UK_10,MAS_UK_11,MAS_UK_12,MAS_UK_13,MAS_UK_14,MAS_UK_15,MAS_UK_16,MAS_UK_17,MAS_UK_18,MAS_UK_19,MAS_UK_20,MAS_UK_21,MAS_UK_22,MAS_UK_23,TAI_1,TAI_2,TAI_3,TAI_4,TAI_5,TAI_6,TAI_7,TAI_8,TAI_9,TAI_10,TAI_11,TAI_12,TAI_13,TAI_14,TAI_15,TAI_16,TAI_17,TAI_18,TAI_19,TAI_20,study,experience,happy,tests,test_hours,test_attempts,test_result,skills,gender,age,ethnic,UK,native,psychology,stage,qualification
R_AaMYH1U8tgvVJKN,1,5,5,5,4,3,5,4,5,1,1,2,2,1,4,1,5,5,5,4,3,5,4,5,1,1,2,2,1,4,1,4,5,5,2,1,5,2,1,1,5,1,2,5,1,1,1,1,1,1,5,4,4,2,3,4,3,4,3,3,2,3,4,3,4,3,3,2,2,2,3,1,2,6,1,3,1,3,3,50,3,2,18,8,1,1,1,1,A-Levels
R_ZmBuvhJMRgzBOi5,1,1,1,1,2,2,5,2,2,5,5,1,4,1,1,1,1,1,1,2,2,5,2,2,5,5,1,4,1,1,2,3,3,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,1,2,3,2,4,4,1,2,7,1,1,18,9,1,1,1,1,A-levels
R_3hEpmg3yHzaYPpR,2,3,3,3,2,2,4,3,4,4,3,2,2,2,2,4,3,3,3,2,2,4,3,3,4,4,2,2,2,2,2,2,3,3,4,4,3,2,1,3,3,3,2,2,3,1,1,4,2,1,3,2,2,2,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,1,2,5,1,2,100,3,1,20,9,1,1,1,1,A-Levels
R_2COebHr5JEv4O9J,2,4,4,4,4,3,1,3,4,2,2,2,2,2,4,2,4,4,4,4,3,1,3,4,2,2,3,2,2,4,5,5,5,5,5,5,5,5,4,5,4,5,4,3,5,4,5,5,5,4,5,4,5,1,4,3,2,4,4,3,4,4,3,3,4,3,3,2,4,4,3,3,4,4,1,1,5,2,2,100,2,2,18,9,1,1,1,1,A level 
R_20U92ButSVLCQfB,1,3,3,3,4,4,4,3,5,2,1,1,2,1,3,1,4,4,2,2,2,3,3,4,2,1,1,2,1,3,3,3,5,1,1,4,5,1,3,3,1,2,2,2,3,2,2,4,2,2,4,2,5,2,3,3,2,3,2,2,4,4,2,3,3,4,2,3,3,3,2,1,2,5,1,3,3,4,2,60,3,2,18,9,1,1,1,1,A-Levels
R_33eG35Ja8zAFPmR,1,1,2,1,1,1,5,2,2,5,5,1,4,1,1,1,1,1,1,1,1,5,4,1,5,5,1,4,1,1,2,1,3,2,2,4,3,2,1,1,1,1,1,1,1,1,2,5,1,1,2,1,5,2,2,1,1,1,1,2,2,3,2,2,2,1,1,2,3,2,2,1,2,5,2,7,7,0,1,100,2,2,18,9,1,1,1,1,A-levels
R_2Pnj9G6dkgxxq9O,1,1,1,1,1,1,2,1,2,2,2,1,4,1,2,1,2,3,3,1,1,2,5,2,3,3,1,4,1,2,3,4,2,3,2,5,4,3,2,2,2,1,2,2,1,1,1,4,1,1,1,2,2,2,2,4,3,3,2,3,3,3,3,3,3,3,2,1,2,2,2,1,2,5,2,2,2,1,3,70,1,2,19,7,1,1,1,1,A-levels
R_1LopFvF070hoblv,1,3,3,2,4,4,4,3,4,5,4,1,2,1,2,1,3,3,2,3,4,4,3,4,4,4,1,2,1,2,2,2,3,1,2,3,2,2,1,1,1,1,2,1,1,1,1,3,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,8,1,5,4,2,2,9,3,2,18,9,1,1,1,1,A-levels
R_3m8XmhtzQm0ir3Y,1,2,2,2,2,2,1,1,1,3,3,1,3,1,1,2,5,5,3,3,3,1,1,1,4,4,2,2,1,1,3,1,3,1,2,3,3,3,1,2,1,1,1,1,1,1,1,4,1,1,3,1,4,2,4,4,3,4,2,3,4,4,4,4,4,3,2,3,3,4,3,3,2,8,1,3,6,3,2,80,4,2,18,10,1,1,1,1,A-Levels 
R_1DRR3F2Lf1g3Tsw,1,5,4,4,3,4,4,4,4,3,3,2,3,1,3,1,4,4,3,3,4,4,4,5,2,3,2,3,1,3,3,4,5,3,2,3,3,4,1,2,2,1,1,3,2,1,3,4,2,2,1,2,5,1,3,2,3,2,1,4,4,4,4,4,4,3,3,4,4,4,4,3,3,7,1,2,1,2,2,100,3,2,18,9,1,1,1,1,A-levels
R_yVBR4hBG42gR94Z,1,2,3,5,2,2,5,3,2,4,4,1,4,1,1,1,2,4,5,1,2,5,3,3,2,4,1,3,1,1,3,1,2,2,2,3,4,3,1,3,1,1,3,1,1,1,1,3,2,1,3,1,4,2,1,2,1,2,1,1,1,3,2,1,1,1,1,1,1,2,1,1,1,10,1,4,5,5,2,70,2,2,20,10,2,2,1,1,BTEC
R_2uDKAkFUED8CxVX,3,4,4,3,3,3,3,4,4,2,2,2,2,1,3,3,4,5,4,2,2,3,3,4,2,1,2,3,1,3,4,4,3,2,2,4,5,4,3,2,3,3,3,3,3,3,2,5,4,4,4,3,3,2,3,3,2,2,2,3,3,3,4,3,3,3,3,3,3,3,2,2,3,10,1,1,5,1,3,27,2,2,19,9,1,1,1,1,A-levels
R_2YX8rH7cY9AUBQm,2,3,4,4,3,3,4,2,3,2,2,2,2,2,3,2,3,2,3,3,3,4,2,4,3,3,2,2,3,3,2,2,4,2,2,5,2,4,1,1,2,3,2,4,4,1,2,4,2,2,1,1,4,2,3,2,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,3,2,7,1,5,6,3,2,10,3,2,20,9,1,1,1,1,A- levels
R_3iwqmFsN6LtKWbJ,1,3,1,2,4,3,3,1,1,5,5,1,3,1,1,1,3,1,2,4,4,3,1,1,5,5,1,3,1,2,2,3,2,2,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,2,3,3,2,2,1,2,2,3,4,2,4,1,2,2,2,4,1,3,2,3,1,5,6,0,2,80,3,1,18,2,1,1,1,1,A-levels
R_2CN9iEFBShtsAzY,2,2,2,2,2,2,4,2,2,5,5,1,2,1,2,2,1,2,2,2,2,4,2,2,4,4,1,3,1,2,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,3,2,1,2,1,1,1,2,2,1,1,2,5,1,3,4,1,2,8,1,2,19,8,1,1,1,1,A-levels
R_1DujWDoNlGAwid9,2,3,4,4,3,3,5,2,3,4,4,2,3,1,1,1,2,2,2,2,2,3,2,2,3,3,2,3,1,1,1,2,3,1,1,3,2,2,1,2,1,1,1,1,1,2,1,3,1,2,1,1,3,3,1,2,1,1,1,1,1,2,3,1,1,1,1,1,2,1,2,1,1,6,2,5,4,1,1,3,4,1,18,6,1,1,1,1,A-levels
R_1f92hzLSlUQ1lET,5,4,3,4,2,2,5,2,4,1,1,1,3,1,3,5,4,4,4,4,4,1,2,4,2,2,1,2,3,3,5,5,5,3,4,5,5,4,2,3,3,2,4,3,2,2,3,5,3,3,4,2,5,2,4,3,3,4,2,4,3,4,3,3,4,3,2,4,4,4,3,2,3,6,1,2,5,3,2,9,2,2,19,9,1,1,1,1,alevels
R_2AGc6fRzMhmaDVa,1,3,2,1,2,2,4,1,3,5,5,2,4,1,2,2,4,2,1,2,3,3,1,3,5,5,1,4,1,2,2,3,5,3,3,3,4,4,2,2,1,1,3,2,1,1,1,4,3,1,1,1,5,2,2,3,2,1,2,4,4,4,3,2,3,1,2,3,4,3,2,2,3,6,2,5,6,2,2,10,3,2,18,9,1,1,1,1,A-levels 
R_10TJUELBHUIOEVD,1,3,1,2,1,2,4,1,1,4,5,1,3,1,2,1,3,1,2,2,3,4,1,2,4,4,2,3,1,3,5,3,4,2,1,5,5,2,1,5,4,2,2,3,5,2,4,5,3,5,5,3,5,2,3,3,3,4,4,4,3,4,3,3,4,1,3,3,4,4,4,2,4,6,2,5,2,2,2,40,2,1,23,9,1,1,1,1,Access to HE Humanities and Social Sciences
R_2YgL138zXQoTqrg,1,2,3,3,2,2,4,1,3,2,2,1,3,2,2,2,3,3,3,2,2,4,1,3,2,2,2,3,2,2,5,4,5,2,3,5,5,4,1,4,3,1,4,4,2,1,3,4,4,2,3,3,5,1,3,3,4,2,1,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4.5,1,6,6,1,3,98,4,2,18,9,1,1,1,1,A-Levels 
R_3nMkOJtgnmMwBNw,4,5,5,4,4,4,1,3,4,2,2,2,2,2,3,4,5,4,4,3,4,1,4,4,3,4,2,3,1,4,4,4,5,5,4,5,5,3,2,5,4,3,2,2,3,1,2,5,3,2,5,2,5,1,4,4,2,3,4,4,4,4,3,4,4,2,3,4,4,3,4,3,3,4,1,3,5,3,3,9,2,2,18,10,2,1,1,1,A-levels 
R_25EEQRArmrCsXMU,1,3,2,3,3,4,5,2,3,5,5,1,3,1,1,1,3,3,3,2,2,5,3,3,4,4,1,3,1,1,1,1,3,2,2,5,4,4,1,2,1,1,1,1,2,1,1,3,2,2,3,1,4,2,3,4,3,4,2,3,3,3,4,3,4,2,2,3,4,4,3,2,4,3,1,6,7,1,3,100,2,2,18,8,2,2,1,1,IB Diploma
R_3LgPD0mszGBMSyd,1,3,4,4,3,3,4,3,4,2,2,1,3,1,2,1,3,2,2,4,3,4,3,3,3,3,1,2,1,2,2,3,3,1,2,4,4,3,1,2,1,2,2,2,2,1,2,4,3,3,3,2,4,1,4,3,3,2,2,2,4,4,3,4,4,4,3,4,4,3,4,3,3,4,1,3,5,1,2,9,3,2,19,9,1,1,1,1,A levels
R_2YFdmFEXBF32huV,1,2,3,2,3,3,4,3,2,4,4,1,3,1,2,1,2,3,2,3,3,4,2,2,4,4,2,3,2,1,1,1,4,1,1,2,1,2,2,2,2,2,1,3,1,1,2,4,1,3,1,2,5,1,2,4,2,2,2,3,2,2,3,3,4,2,2,3,3,2,1,3,2,3,2,5,5,1,2,80,3,2,19,3,2,2,1,1,UEC 
R_1exat5e4NvX0zUQ,2,3,3,3,3,4,4,3,4,2,3,2,2,1,3,1,2,3,3,3,2,2,2,3,3,3,2,2,1,2,2,1,3,1,1,4,4,3,1,1,1,2,2,2,1,1,1,4,3,2,2,1,3,1,3,3,2,2,1,3,3,4,3,3,4,3,3,3,4,3,3,4,3,8,1,5,7,1,3,10,4,2,18,9,1,1,1,1,A-levels
R_POLEnafA3dKpSmd,2,4,3,3,2,2,4,2,3,4,4,1,4,1,3,2,4,4,4,3,3,4,2,3,4,4,1,4,1,3,4,5,4,1,1,3,5,3,1,4,3,2,5,4,2,1,2,5,1,1,1,5,5,2,3,2,2,1,2,3,3,4,3,4,4,2,3,3,4,3,4,3,3,4,2,6,4,2,2,80,3,1,18,10,1,1,1,1,A-Levels and BTEC
R_YX3lGuG7G7T6kMx,1,3,2,2,5,5,1,3,5,2,2,1,4,1,1,1,3,2,2,3,3,1,1,5,4,4,1,4,1,1,1,1,3,4,3,5,4,1,1,2,1,1,3,5,1,1,1,5,3,1,3,1,5,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,6,1,3,4,2,1,0,2,2,18,7,2,2,1,1,A Levels 
R_cCplDhlZlVNsgP7,3,3,3,3,2,2,4,2,4,1,2,1,2,1,2,2,3,4,2,2,2,4,3,4,1,1,1,2,1,2,3,1,5,1,1,4,4,3,1,2,2,2,1,2,2,1,1,4,2,1,1,2,3,1,3,4,2,2,2,3,3,4,3,3,4,1,3,3,4,3,2,3,2,7,1,5,5,1,2,100,3,2,19,9,1,1,1,1,A-levels
R_8wR0ejtkHaAoglr,1,3,4,3,1,1,5,1,4,4,3,1,4,1,3,1,3,3,4,1,2,4,1,2,4,4,1,4,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,3,2,4,3,4,2,4,3,4,4,3,4,1,3,3,4,4,2,3,3,10,3,6,6,1,2,90,4,2,18,1,1,1,1,1,A-Levels
R_ALMSUTTSNKdfEJj,1,4,5,4,2,3,4,3,5,4,3,2,3,1,2,2,3,3,2,3,3,5,2,3,4,4,2,3,1,2,3,1,3,1,1,4,4,1,2,3,3,1,2,2,1,1,1,4,3,2,5,1,5,2,3,2,2,3,2,3,3,3,3,3,2,2,3,3,3,2,2,4,2,4,1,5,5,3,2,90,2,2,21,9,1,1,1,1,A-levels
R_3fOZfDZwU3YxvlQ,1,2,3,5,1,1,5,1,5,1,1,1,4,1,1,2,3,4,5,2,2,4,1,5,5,5,1,2,1,3,5,3,5,2,3,5,5,1,3,5,2,2,4,2,4,2,5,5,2,4,3,4,5,2,3,4,2,1,2,2,2,2,3,3,4,2,2,2,4,4,3,2,1,10,1,3,3,3,3,60,3,2,20,7,1,1,1,1,A levels 
R_10YSotGu4Zbwujt,1,2,2,2,1,1,4,2,2,4,4,1,3,1,2,2,3,3,3,2,2,4,2,2,4,4,1,3,1,2,2,2,5,1,1,5,4,3,1,2,1,1,2,1,1,1,1,4,3,1,2,1,5,3,2,2,2,1,2,2,3,2,4,2,2,1,2,2,2,1,2,3,3,3,1,6,6,1,2,10,3,2,19,9,1,1,1,1,A-levels
R_ZDBP9pIY555djQ5,1,1,1,1,1,1,5,2,1,5,5,1,1,1,1,1,1,1,1,1,1,5,2,1,5,5,1,1,1,1,2,2,5,1,1,5,2,2,1,1,1,1,1,2,1,1,1,5,1,2,1,1,1,3,2,4,1,4,3,2,2,4,4,2,4,1,1,4,3,1,1,4,1,4,4,7,7,2,1,95,3,1,19,2,1,1,1,1,A-Levels
R_2rO72WnuvTd4Wmo,1,5,4,4,3,4,4,4,4,2,3,1,3,1,1,1,3,2,3,3,3,3,4,4,2,2,1,3,1,2,5,1,3,2,2,5,5,2,1,5,4,3,1,3,4,1,1,4,1,3,1,1,4,2,2,2,2,1,2,2,3,3,3,2,3,1,1,1,1,3,1,2,2,8,1,6,7,1,2,100,5,2,40,9,1,1,1,1,Level 5 Diploma
R_DMO2Q1rNb3Q8eCB,1,2,2,2,2,2,4,2,2,4,4,1,3,1,2,1,1,1,1,1,1,5,2,2,5,5,1,4,1,2,2,2,5,2,1,4,4,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,5,4,2,1,1,1,2,3,3,4,3,1,1,1,1,1,2,1,2,2,2,6,2,7,7,2,2,100,5,2,18,9,1,1,1,1,A-Levels
R_3rUOf0J56WdFX77,3,4,3,3,2,2,5,1,3,2,4,1,3,1,2,2,2,2,2,3,2,4,1,3,4,5,1,4,1,2,1,1,3,1,1,3,1,4,1,1,1,1,1,1,2,1,1,4,1,1,1,1,3,2,4,2,2,3,3,3,4,3,4,3,4,3,2,3,3,4,3,3,3,6,1,6,7,1,2,8,4,2,18,9,1,1,1,1,A-Levels
R_1LZImAzEMSLVKWQ,2,5,5,5,3,3,1,4,4,5,5,1,2,1,3,2,4,5,5,4,4,2,4,5,2,3,2,2,1,3,4,2,5,2,2,4,4,2,4,4,1,3,1,2,4,4,4,5,5,4,4,2,5,1,3,2,2,2,2,3,3,3,4,4,4,2,2,4,4,4,4,3,4,3,1,2,3,1,2,60,2,2,18,9,1,1,1,1,A-Levels
R_2VxqVpYNIepHirP,2,4,5,4,3,3,5,1,2,4,5,3,2,2,2,2,4,4,3,3,3,5,1,2,5,5,3,2,2,2,4,3,5,2,1,5,5,4,1,4,2,2,3,3,2,1,2,5,4,3,2,3,5,2,2,2,2,1,1,2,3,4,4,3,2,2,1,4,4,1,3,2,2,5,2,6,6,2,3,100,3,2,18,8,1,1,1,1,A-Levels
R_3O7jsLWcYelQO3o,3,5,5,5,3,2,4,2,3,4,4,2,4,1,4,2,4,5,5,2,2,4,3,3,3,4,1,4,1,4,2,1,3,1,2,4,4,3,1,2,2,1,1,1,1,1,2,5,2,1,1,1,4,1,4,2,3,2,1,3,3,4,4,4,4,1,2,4,4,3,4,3,3,4,1,2,6,0.5,2,90,4,2,18,9,1,1,1,1,A-Levels
R_2Pd2sIAo4UxGsYZ,2,2,1,1,1,1,3,1,1,5,4,1,4,1,2,1,1,1,1,1,1,4,1,2,5,3,1,4,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,3,2,2,2,1,3,3,3,3,3,3,2,2,3,3,2,3,3,1,4.5,3,7,7,1,3,80,3,2,18,6,1,1,1,1,BTECS level 3
R_pfqSLsAd9Iilbax,1,2,2,3,3,3,5,3,4,4,4,2,2,1,2,1,3,3,3,4,4,5,3,4,4,4,2,2,1,2,4,4,5,3,3,4,5,3,3,3,3,2,4,3,3,2,2,4,4,3,4,3,4,1,2,3,2,3,2,2,2,3,3,3,4,1,2,3,3,3,3,2,3,5,1,5,5,2,3,90,3,2,19,9,1,1,1,1,Extended Certificate/Diploma
R_3CD84YqYJdERIce,3,4,4,4,4,4,3,2,4,2,2,2,2,2,3,2,3,3,3,4,4,3,2,4,2,2,2,2,2,3,3,2,4,1,2,2,4,3,1,2,1,1,1,2,1,1,1,2,2,1,2,2,3,2,2,3,3,4,1,3,2,3,4,3,4,1,3,2,3,4,2,1,2,5,1,1,5,1,1,7,2,1,19,9,1,1,1,1,A-levels
R_1eWg6vYT0htkJfU,1,1,1,1,2,1,4,1,1,5,5,1,4,1,1,1,1,1,1,1,1,4,1,1,5,5,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,4,1,5,6,1,2,100,4,2,18,9,1,1,1,1,A-Levels
R_z1ZpoJ14gBBtWUN,2,2,4,2,2,3,5,3,4,2,1,1,3,2,3,1,2,3,2,4,2,5,3,4,4,4,3,2,3,1,3,3,5,2,3,4,5,3,1,2,2,1,2,2,2,1,1,4,2,2,4,2,5,3,2,1,1,1,2,2,3,2,2,2,3,2,1,1,2,1,1,1,2,3,1,6,6,1,3,80,2,2,18,10,2,2,1,1,IB Diploma
R_1inAJsY2XskjMEO,1,4,3,4,4,3,4,1,3,1,1,3,2,1,2,1,5,3,5,3,3,4,1,3,1,1,3,2,1,3,2,2,4,1,1,2,3,3,1,1,1,1,1,1,1,1,1,5,3,3,3,1,4,2,2,4,2,1,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,6,1,2,4,1,4,9,3,2,19,9,1,1,1,1,A levels
R_2BfG5yjTiVPiwbh,1,3,2,1,3,3,2,2,2,4,4,1,2,1,2,1,1,1,1,2,1,5,1,1,5,4,1,3,1,2,2,2,3,1,2,3,2,3,1,1,3,1,3,1,1,1,1,4,1,1,2,2,2,2,2,2,3,3,2,1,3,3,4,3,3,2,2,2,1,2,1,1,3,6,2,1,1,3,2,9,4,1,18,9,1,1,1,1,A levels
R_2V9DH4VgdXVNhuG,2,2,1,2,2,2,4,3,3,2,3,4,2,1,3,2,4,2,2,3,4,3,4,3,3,4,3,2,1,3,2,1,2,1,1,3,2,3,1,1,1,1,2,2,1,1,1,3,1,1,1,2,2,2,3,3,3,1,3,3,3,2,3,3,3,2,2,1,4,3,3,2,3,4,3,1,5,2,2,75,3,2,19,5,1,1,1,1,A-levels
R_3Hjp934q6hZYleT,1,4,4,3,2,2,4,2,5,2,3,1,4,1,1,1,4,4,3,3,3,3,2,4,4,4,2,3,1,2,3,3,2,1,1,5,3,3,3,3,2,2,2,2,3,2,3,5,2,3,4,3,4,3,2,2,3,2,1,2,2,4,2,1,2,2,1,2,2,2,1,1,2,4,1,5,7,1,3,100,3,1,19,10,1,1,1,1,IB Diploma
R_2qDyEbXmLLPdlJj,2,2,2,2,2,3,2,5,5,1,1,2,2,1,3,3,3,3,3,1,2,5,3,3,2,2,1,1,1,1,2,2,5,1,1,3,3,3,1,1,5,2,3,3,3,1,3,5,1,1,4,1,4,2,2,3,3,3,3,4,4,4,3,3,4,1,2,3,3,3,2,2,3,7,1,7,7,6,2,8,3,2,18,1,2,2,1,1,Grade 12
R_2qdSz8OUSYKBsjy,2,5,3,3,2,2,5,1,2,2,2,1,1,1,2,4,4,2,2,2,3,5,1,3,4,4,1,1,1,2,5,5,5,4,5,5,5,5,1,5,3,2,5,4,3,1,1,5,4,5,5,5,4,1,3,4,3,3,4,4,4,4,4,3,4,1,3,3,4,4,1,4,2,2,2,6,6,1,2,7,4,2,18,2,2,1,1,1,A-levels
R_1mgAiyOxrrE7Xc1,2,4,4,1,4,4,5,2,3,4,4,3,2,1,2,2,4,3,1,3,4,5,2,3,5,3,2,1,1,2,2,2,5,1,2,3,3,2,1,2,2,2,2,2,1,1,1,3,2,1,1,1,5,1,1,2,2,1,2,1,1,1,1,1,4,1,1,1,1,1,1,2,2,15,1,3,4,2,3,69,3,2,18,7,1,1,1,1,A- Levels
R_eKzSzWM5mvITbtn,2,3,5,5,3,4,3,4,5,2,1,1,1,1,4,2,5,5,5,4,5,1,4,5,2,2,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,3,4,4,2,4,4,4,4,4,4,4,3,4,4,4,3,3,4,1,1,2,3,0,2,7,1,2,18,9,1,1,1,1,A-levels
R_1l4wh0peOI6MsZW,2,1,4,4,2,2,5,2,4,4,4,1,4,1,2,3,5,5,5,3,3,5,2,3,2,2,2,3,1,2,5,5,4,2,4,5,5,2,1,5,5,3,5,5,2,2,2,5,4,4,4,5,5,1,3,2,2,2,2,2,3,4,4,4,4,3,3,4,4,4,4,4,2,4,1,6,6,2,3,75,3,2,18,9,1,1,1,1,A-levels
R_248KNKWchUs80uy,3,5,5,4,2,3,4,1,4,1,2,2,3,2,2,3,5,4,4,3,3,3,1,4,4,1,2,1,1,1,5,2,5,1,1,4,5,4,1,4,1,1,2,3,1,1,1,3,3,2,2,3,4,2,4,3,3,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,6,1,2,1,1,1,20,2,2,18,7,2,1,1,1,A-Levels
R_1BQ7PNEG7OIHck5,1,4,4,3,5,5,1,1,1,3,2,2,1,1,2,1,3,3,3,4,5,2,1,2,5,4,2,2,1,2,2,3,1,1,2,4,5,4,1,2,1,1,1,2,2,2,4,4,3,3,5,2,5,1,4,1,3,3,1,2,3,3,3,3,4,2,2,4,4,4,4,2,2,7,1,5,6,2,4,4,4,2,18,9,1,1,1,1,A levels and BTECs
R_10HlGEn4O21lgOP,3,3,5,5,4,5,4,4,5,2,2,1,3,1,2,2,3,3,4,3,3,4,3,2,3,3,1,3,1,2,3,2,3,3,2,2,4,2,2,2,2,2,3,1,2,2,2,2,2,3,4,3,3,2,2,3,1,1,2,2,2,2,1,1,1,2,2,1,3,2,1,2,2,8,1,4,5,3,2,10,2,2,20,10,2,2,1,1,"Finnish ""A-levels"" / high school exams"
R_3hGyx34GoGBl27C,2,3,4,3,1,2,5,3,4,3,3,1,1,1,4,1,2,2,1,1,1,4,2,4,3,3,1,1,1,3,1,1,2,1,1,2,3,3,1,1,1,1,1,1,2,2,1,3,1,1,2,1,3,2,2,2,2,3,1,2,2,2,2,2,4,1,1,2,1,2,2,2,1,4,2,3,4,1,2,8,3,2,18,6,1,1,1,1,BTEC
R_2dDNxxzswbg1C9b,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,2,2,4,4,4,3,5,4,4,2,2,3,4,2,2,2,1,2,3,2,1,1,2,1,1,2,1,1,2,2,4,1,1,2,1,4,2,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,6,1,2,90,2,2,18,7,1,1,1,1,a levels 
R_0lctbo2TTu3gybf,3,4,5,4,3,5,4,3,3,4,4,1,3,2,3,1,2,2,3,3,1,5,3,4,3,4,1,3,2,3,3,1,2,1,2,4,4,1,1,2,1,1,2,2,1,1,1,4,2,3,2,3,4,2,2,3,2,2,2,3,3,2,4,3,4,2,3,3,4,4,2,2,3,5,1,7,7,2,2,85,4,2,18,5,2,2,1,1,A-levels 
R_2bVR5qD3pO68e8s,3,5,5,4,3,2,3,3,4,1,1,1,2,1,2,3,5,5,4,3,4,4,3,3,2,2,2,2,1,1,2,2,4,1,4,4,4,5,2,2,1,1,1,2,4,1,1,5,2,2,2,3,4,1,3,2,2,2,2,3,3,4,4,4,2,3,2,4,4,3,3,4,2,6,1,6,6,2,3,80,3,2,19,10,2,2,1,1,A-levels
R_eajfsCaNJEhxjCF,3,4,4,4,4,3,5,1,2,4,4,1,2,1,1,2,3,3,2,4,4,5,1,1,4,5,1,2,1,1,2,3,3,5,4,2,5,5,1,2,2,2,2,1,1,1,1,2,2,1,2,2,4,2,3,2,2,1,1,1,2,3,3,2,3,1,1,1,3,1,2,2,1,5,1,7,7,1,2,10,4,2,18,9,1,1,1,1,A-levels
R_ZluAWkDKYhMnl85,2,3,4,4,4,4,3,4,4,2,2,1,4,1,2,1,5,5,5,4,4,2,5,4,2,2,3,1,1,3,3,4,4,3,3,4,4,2,3,2,4,3,3,3,3,3,3,4,2,4,3,2,4,1,3,3,2,4,2,3,3,3,4,2,4,1,2,3,3,3,1,1,2,21,1,1,2,1,2,50,2,2,18,7,1,1,1,1,A levels
R_0uYZ7AiJufiYhEt,1,3,3,3,1,2,1,3,2,4,3,2,3,1,1,2,3,3,2,2,1,4,3,4,2,1,1,3,1,1,4,5,5,5,5,4,5,4,1,3,1,1,2,3,1,1,2,2,3,2,3,2,5,1,3,3,3,2,2,2,2,4,4,3,4,2,2,4,4,2,4,3,2,10,1,7,6,5,3,8,5,2,19,11,2,2,1,1,BTEC
R_r09S8vH5FSmIEbD,2,2,2,3,2,2,4,2,4,3,3,1,3,1,1,1,2,2,2,2,2,4,3,3,5,5,1,3,1,1,3,3,4,4,4,5,4,3,1,2,2,1,2,2,1,1,1,4,2,1,3,2,4,2,3,2,2,1,1,2,4,4,4,4,4,4,2,4,4,3,4,4,2,8,1,6,6,2,3,100,4,2,18,9,1,1,1,1,A-Levels
R_3DuRCR1trK25uTm,1,2,2,2,1,1,3,3,3,4,5,1,4,1,1,3,2,1,1,4,2,3,5,4,5,5,1,4,1,1,3,1,3,1,2,4,5,1,1,2,2,1,2,1,2,1,1,3,1,3,1,1,4,2,3,4,2,3,4,1,1,2,4,3,4,1,3,3,4,4,3,2,4,3.5,2,6,6,0.5,2,90,3,2,18,7,2,1,1,1,USA High School Diploma
R_6fWjSSmuDRG71Rf,1,1,1,1,2,2,2,2,2,3,3,1,3,1,1,1,1,1,1,3,3,4,3,3,4,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,1,2,3,3,3,3,3,3,2,3,3,3,2,1,3,10,1,5,6,5,3,100,3,2,19,1,1,1,1,1,a-levels
R_RFGNY0a6GbI6Htf,1,1,3,2,3,3,2,2,3,4,4,2,3,1,4,2,3,2,2,3,2,1,2,3,3,3,1,2,1,4,4,4,5,3,4,5,5,5,2,4,2,3,5,4,5,2,5,5,4,5,3,3,5,1,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,7,3,3,7,4,2,100,3,2,18,7,1,1,1,1,A-Levels
